timestamp,split,label,session,side,relative_path,face_score,face_height,eye_distance,roll_angle_deg,center_x,center_y,crop_box,face_box
20260624_215517_017,train,open,front,right,train/open/front/eye_R_20260624_215517_017.png,0.999512,234.107178,92.782385,-2.726311,373.512268,197.520752,"351.000000,175.000000,396.000000,220.000000","238.701324,125.255249,431.010071,359.362427"
20260624_215517_129,train,open,front,left,train/open/front/eye_L_20260624_215517_129.png,0.999512,236.209412,94.986519,-2.663002,280.834900,201.933960,"259.000000,180.000000,303.000000,224.000000","236.693573,123.059814,430.729218,359.269226"
20260624_215517_129,train,open,front,right,train/open/front/eye_R_20260624_215517_129.png,0.999512,236.209412,94.986519,-2.663002,375.718842,197.520752,"353.000000,175.000000,398.000000,220.000000","236.693573,123.059814,430.729218,359.269226"
20260624_215517_241,train,open,front,left,train/open/front/eye_L_20260624_215517_241.png,0.999512,236.209412,95.114585,-3.990914,280.834900,204.140564,"258.000000,181.000000,304.000000,227.000000","237.837860,124.204102,431.873535,360.413513"
20260624_215517_241,train,open,front,right,train/open/front/eye_R_20260624_215517_241.png,0.999512,236.209412,95.114585,-3.990914,375.718842,197.520752,"353.000000,175.000000,398.000000,220.000000","237.837860,124.204102,431.873535,360.413513"
20260624_215517_361,train,open,front,left,train/open/front/eye_L_20260624_215517_361.png,0.999023,238.330536,95.114616,-3.990913,264.281128,204.140564,"241.000000,181.000000,287.000000,227.000000","223.865845,123.143524,416.174622,361.474060"
20260624_215517_361,train,open,front,right,train/open/front/eye_R_20260624_215517_361.png,0.999023,238.330536,95.114616,-3.990913,359.165100,197.520752,"336.000000,175.000000,382.000000,220.000000","223.865845,123.143524,416.174622,361.474060"
20260624_215517_473,train,open,front,left,train/open/front/eye_L_20260624_215517_473.png,0.999023,242.630173,97.190825,-2.602562,262.074524,200.834900,"239.000000,178.000000,285.000000,224.000000","217.819229,118.664688,415.355377,361.294861"
20260624_215517_473,train,open,front,right,train/open/front/eye_R_20260624_215517_473.png,0.999023,242.630173,97.190825,-2.602562,359.165100,196.421692,"336.000000,174.000000,382.000000,219.000000","217.819229,118.664688,415.355377,361.294861"
20260624_215517_577,train,open,front,left,train/open/front/eye_L_20260624_215517_577.png,0.999512,234.107178,95.114646,-3.990912,267.595245,204.140564,"245.000000,182.000000,290.000000,227.000000","224.106262,125.255249,418.141937,359.362427"
20260624_215517_577,train,open,front,right,train/open/front/eye_R_20260624_215517_577.png,0.999512,234.107178,95.114646,-3.990912,362.479248,197.520752,"340.000000,175.000000,385.000000,220.000000","224.106262,125.255249,418.141937,359.362427"
20260624_215517_677,train,open,front,left,train/open/front/eye_L_20260624_215517_677.png,0.999512,234.107178,92.782355,-2.726312,272.008484,206.347168,"250.000000,184.000000,294.000000,228.000000","224.379303,128.688171,420.157410,362.795349"
20260624_215517_677,train,open,front,right,train/open/front/eye_R_20260624_215517_677.png,0.999512,234.107178,92.782355,-2.726312,364.685822,201.933960,"343.000000,180.000000,387.000000,224.000000","224.379303,128.688171,420.157410,362.795349"
20260624_215517_777,train,open,front,left,train/open/front/eye_L_20260624_215517_777.png,0.999023,240.470764,97.315990,-3.900494,265.388672,203.041504,"242.000000,180.000000,288.000000,226.000000","222.090729,115.167206,417.868805,355.637970"
20260624_215517_777,train,open,front,right,train/open/front/eye_R_20260624_215517_777.png,0.999023,240.470764,97.315990,-3.900494,362.479248,196.421692,"339.000000,173.000000,386.000000,219.000000","222.090729,115.167206,417.868805,355.637970"
20260624_215517_889,train,open,front,left,train/open/front/eye_L_20260624_215517_889.png,1.000000,238.330597,95.114585,-3.990914,269.801880,201.933960,"247.000000,179.000000,293.000000,225.000000","223.500290,118.566315,421.036438,356.896912"
20260624_215517_889,train,open,front,right,train/open/front/eye_R_20260624_215517_889.png,1.000000,238.330597,95.114585,-3.990914,364.685822,195.314148,"342.000000,172.000000,388.000000,218.000000","223.500290,118.566315,421.036438,356.896912"
20260624_215518_009,train,open,front,left,train/open/front/eye_L_20260624_215518_009.png,1.000000,236.209412,92.913459,-4.085618,272.008484,199.727356,"249.000000,177.000000,295.000000,222.000000","226.969757,117.338287,417.566986,353.547699"
20260624_215518_009,train,open,front,right,train/open/front/eye_R_20260624_215518_009.png,1.000000,236.209412,92.913459,-4.085618,364.685822,193.107544,"342.000000,170.000000,387.000000,216.000000","226.969757,117.338287,417.566986,353.547699"
20260624_215518_121,train,open,front,left,train/open/front/eye_L_20260624_215518_121.png,1.000000,238.330582,95.114585,-3.990914,272.008484,195.314148,"249.000000,172.000000,295.000000,218.000000","224.644592,113.989120,422.180756,352.319702"
20260624_215518_121,train,open,front,right,train/open/front/eye_R_20260624_215518_121.png,1.000000,238.330582,95.114585,-3.990914,366.892426,188.694336,"344.000000,166.000000,390.000000,212.000000","224.644592,113.989120,422.180756,352.319702"
20260624_215518_233,train,open,front,left,train/open/front/eye_L_20260624_215518_233.png,1.000000,242.630157,97.190794,-2.602563,269.801880,190.900940,"247.000000,168.000000,293.000000,214.000000","222.613358,106.117828,421.923370,348.747986"
20260624_215518_233,train,open,front,right,train/open/front/eye_R_20260624_215518_233.png,1.000000,242.630157,97.190794,-2.602563,366.892426,186.487732,"344.000000,164.000000,390.000000,209.000000","222.613358,106.117828,421.923370,348.747986"
20260624_215518_333,train,open,front,left,train/open/front/eye_L_20260624_215518_333.png,0.999512,247.007385,97.190825,-2.602562,270.900940,184.281128,"248.000000,161.000000,294.000000,207.000000","225.191818,98.207703,426.291656,345.215088"
20260624_215518_333,train,open,front,right,train/open/front/eye_R_20260624_215518_333.png,0.999512,247.007385,97.190825,-2.602562,367.991516,179.867920,"345.000000,157.000000,391.000000,203.000000","225.191818,98.207703,426.291656,345.215088"
20260624_215518_445,train,open,front,left,train/open/front/eye_L_20260624_215518_445.png,1.000000,247.007370,97.315959,-3.900495,269.801880,184.281128,"246.000000,161.000000,293.000000,208.000000","221.469055,95.919113,420.779114,342.926483"
20260624_215518_445,train,open,front,right,train/open/front/eye_R_20260624_215518_445.png,1.000000,247.007370,97.315959,-3.900495,366.892426,177.661316,"343.000000,154.000000,391.000000,201.000000","221.469055,95.919113,420.779114,342.926483"
20260624_215518_557,train,open,front,left,train/open/front/eye_L_20260624_215518_557.png,0.999512,244.808975,90.578309,-2.792703,276.421692,183.173584,"253.000000,160.000000,300.000000,206.000000","226.046234,99.347366,425.356293,344.156342"
20260624_215518_557,train,open,front,right,train/open/front/eye_R_20260624_215518_557.png,0.999512,244.808975,90.578309,-2.792703,366.892426,178.760376,"344.000000,156.000000,390.000000,202.000000","226.046234,99.347366,425.356293,344.156342"
20260624_215518_657,train,open,front,left,train/open/front/eye_L_20260624_215518_657.png,0.999512,244.808960,92.782416,-2.726310,278.628265,183.173584,"256.000000,160.000000,302.000000,206.000000","232.654694,97.058746,430.190857,341.867706"
20260624_215518_657,train,open,front,right,train/open/front/eye_R_20260624_215518_657.png,0.999512,244.808960,92.782416,-2.726310,371.305664,178.760376,"348.000000,156.000000,394.000000,202.000000","232.654694,97.058746,430.190857,341.867706"
20260624_215518_769,train,open,front,left,train/open/front/eye_L_20260624_215518_769.png,0.999512,247.007370,92.703634,-1.363928,280.834900,183.173584,"258.000000,160.000000,304.000000,206.000000","232.912048,95.959549,432.222046,342.966919"
20260624_215518_769,train,open,front,right,train/open/front/eye_R_20260624_215518_769.png,0.999512,247.007370,92.703634,-1.363928,373.512268,180.966980,"351.000000,158.000000,396.000000,204.000000","232.912048,95.959549,432.222046,342.966919"
20260624_215518_869,train,open,front,left,train/open/front/eye_L_20260624_215518_869.png,0.999512,244.808929,94.986580,-2.663000,278.628265,182.074524,"256.000000,159.000000,302.000000,205.000000","228.584274,94.729706,429.684082,339.538635"
20260624_215518_869,train,open,front,right,train/open/front/eye_R_20260624_215518_869.png,0.999512,244.808929,94.986580,-2.663000,373.512268,177.661316,"350.000000,155.000000,397.000000,201.000000","228.584274,94.729706,429.684082,339.538635"
20260624_215518_981,train,open,front,left,train/open/front/eye_L_20260624_215518_981.png,0.999512,244.808960,95.114616,-3.990913,276.421692,183.173584,"253.000000,160.000000,300.000000,207.000000","229.479156,94.770172,428.789215,339.579132"
20260624_215518_981,train,open,front,right,train/open/front/eye_R_20260624_215518_981.png,0.999512,244.808960,95.114616,-3.990913,371.305664,176.553772,"348.000000,153.000000,395.000000,200.000000","229.479156,94.770172,428.789215,339.579132"
20260624_215519_093,train,open,front,left,train/open/front/eye_L_20260624_215519_093.png,0.999512,238.330582,92.913489,-4.085617,274.215057,180.966980,"251.000000,158.000000,297.000000,204.000000","226.933167,95.720749,424.469330,334.051331"
20260624_215519_093,train,open,front,right,train/open/front/eye_R_20260624_215519_093.png,0.999512,238.330582,92.913489,-4.085617,366.892426,174.347168,"344.000000,151.000000,390.000000,197.000000","226.933167,95.720749,424.469330,334.051331"
20260624_215519_213,train,open,front,left,train/open/front/eye_L_20260624_215519_213.png,0.999512,236.209427,95.293649,-5.314544,267.595245,177.661316,"244.000000,155.000000,291.000000,201.000000","218.285553,92.163681,419.385376,328.373108"
20260624_215519_213,train,open,front,right,train/open/front/eye_R_20260624_215519_213.png,0.999512,236.209427,95.293649,-5.314544,362.479248,168.834900,"339.000000,146.000000,386.000000,192.000000","218.285553,92.163681,419.385376,328.373108"
20260624_215519_325,train,open,front,left,train/open/front/eye_L_20260624_215519_325.png,1.000000,240.470734,95.523271,-6.632506,265.388672,176.553772,"241.000000,153.000000,289.000000,201.000000","219.429855,92.362061,420.529663,332.832794"
20260624_215519_325,train,open,front,right,train/open/front/eye_R_20260624_215519_325.png,1.000000,240.470734,95.523271,-6.632506,360.272644,165.520767,"336.000000,142.000000,384.000000,190.000000","219.429855,92.362061,420.529663,332.832794"
20260624_215519_429,train,open,front,left,train/open/front/eye_L_20260624_215519_429.png,1.000000,244.808960,95.293620,-5.314555,265.388672,172.140579,"241.000000,148.000000,289.000000,196.000000","215.327271,87.904358,420.054993,332.713318"
20260624_215519_429,train,open,front,right,train/open/front/eye_R_20260624_215519_429.png,1.000000,244.808960,95.293620,-5.314555,360.272644,163.314148,"336.000000,139.000000,384.000000,187.000000","215.327271,87.904358,420.054993,332.713318"
20260624_215519_529,train,open,front,left,train/open/front/eye_L_20260624_215519_529.png,1.000000,242.630157,93.096754,-5.440321,267.595245,174.347168,"244.000000,151.000000,291.000000,198.000000","218.526917,90.138062,421.432617,332.768219"
20260624_215519_529,train,open,front,right,train/open/front/eye_R_20260624_215519_529.png,1.000000,242.630157,93.096754,-5.440321,360.272644,165.520767,"336.000000,142.000000,384.000000,189.000000","218.526917,90.138062,421.432617,332.768219"
20260624_215519_649,train,open,front,left,train/open/front/eye_L_20260624_215519_649.png,0.999512,244.808945,95.293619,-5.314546,262.074524,176.553772,"238.000000,153.000000,286.000000,201.000000","218.076599,90.192947,417.386627,335.001892"
20260624_215519_649,train,open,front,right,train/open/front/eye_R_20260624_215519_649.png,0.999512,244.808945,95.293619,-5.314546,356.958496,167.727356,"333.000000,144.000000,381.000000,192.000000","218.076599,90.192947,417.386627,335.001892"
20260624_215519_761,train,open,front,left,train/open/front/eye_L_20260624_215519_761.png,0.999512,247.007370,97.315990,-3.900494,262.074524,172.140579,"238.000000,148.000000,286.000000,196.000000","216.037415,87.949448,417.137207,334.956818"
20260624_215519_761,train,open,front,right,train/open/front/eye_R_20260624_215519_761.png,0.999512,247.007370,97.315990,-3.900494,359.165100,165.520767,"335.000000,142.000000,383.000000,189.000000","216.037415,87.949448,417.137207,334.956818"
20260624_215519_881,train,open,front,left,train/open/front/eye_L_20260624_215519_881.png,0.999512,251.463486,97.190825,-2.602562,257.661316,167.727356,"234.000000,144.000000,281.000000,191.000000","213.990158,82.288498,416.895813,333.751984"
20260624_215519_881,train,open,front,right,train/open/front/eye_R_20260624_215519_881.png,0.999512,251.463486,97.190825,-2.602562,354.751892,163.314148,"331.000000,140.000000,378.000000,187.000000","213.990158,82.288498,416.895813,333.751984"
20260624_215519_993,train,open,front,left,train/open/front/eye_L_20260624_215519_993.png,0.999512,244.808960,97.190825,-2.602562,257.661316,168.834900,"235.000000,146.000000,281.000000,192.000000","212.845856,84.431000,415.751587,329.239960"
20260624_215519_993,train,open,front,right,train/open/front/eye_R_20260624_215519_993.png,0.999512,244.808960,97.190825,-2.602562,354.751892,164.421692,"332.000000,141.000000,378.000000,187.000000","212.845856,84.431000,415.751587,329.239960"
20260624_215520_105,train,open,front,left,train/open/front/eye_L_20260624_215520_105.png,0.999512,236.209396,93.096757,-5.440340,267.595245,179.867920,"244.000000,157.000000,291.000000,203.000000","219.180450,93.307968,418.490479,329.517365"
20260624_215520_105,train,open,front,right,train/open/front/eye_R_20260624_215520_105.png,0.999512,236.209396,93.096757,-5.440340,360.272644,171.041489,"337.000000,148.000000,383.000000,194.000000","219.180450,93.307968,418.490479,329.517365"
20260624_215520_205,train,open,front,left,train/open/front/eye_L_20260624_215520_205.png,0.999512,240.470734,99.688695,-5.079617,269.801880,179.867920,"246.000000,156.000000,293.000000,203.000000","221.959824,92.321625,424.865479,332.792358"
20260624_215520_205,train,open,front,right,train/open/front/eye_R_20260624_215520_205.png,0.999512,240.470734,99.688695,-5.079617,369.099060,171.041489,"346.000000,148.000000,393.000000,195.000000","221.959824,92.321625,424.865479,332.792358"
20260624_215520_309,train,open,front,left,train/open/front/eye_L_20260624_215520_309.png,0.999512,244.808960,92.913489,-4.085617,276.421692,183.173584,"253.000000,160.000000,300.000000,207.000000","228.334869,97.058746,427.644897,341.867706"
20260624_215520_309,train,open,front,right,train/open/front/eye_R_20260624_215520_309.png,0.999512,244.808960,92.913489,-4.085617,369.099060,176.553772,"346.000000,153.000000,393.000000,200.000000","228.334869,97.058746,427.644897,341.867706"
20260624_215520_409,train,open,front,left,train/open/front/eye_L_20260624_215520_409.png,1.000000,244.808975,97.315959,-3.900495,269.801880,190.900940,"246.000000,167.000000,293.000000,214.000000","221.959824,107.317032,424.865479,352.126007"
20260624_215520_409,train,open,front,right,train/open/front/eye_R_20260624_215520_409.png,1.000000,244.808975,97.315959,-3.900495,366.892426,184.281128,"343.000000,161.000000,390.000000,208.000000","221.959824,107.317032,424.865479,352.126007"
20260624_215520_509,train,open,front,left,train/open/front/eye_L_20260624_215520_509.png,0.999512,240.470795,97.715411,-6.483076,269.801880,207.454712,"246.000000,184.000000,294.000000,231.000000","225.788879,120.888702,423.325043,361.359497"
20260624_215520_509,train,open,front,right,train/open/front/eye_R_20260624_215520_509.png,0.999512,240.470795,97.715411,-6.483076,366.892426,196.421692,"343.000000,172.000000,391.000000,220.000000","225.788879,120.888702,423.325043,361.359497"
20260624_215520_621,train,open,front,left,train/open/front/eye_L_20260624_215520_621.png,1.000000,253.721588,97.315990,-3.900494,267.595245,227.314117,"243.000000,203.000000,292.000000,252.000000","220.346375,136.004974,428.767548,389.726562"
20260624_215520_621,train,open,front,right,train/open/front/eye_R_20260624_215520_621.png,1.000000,253.721588,97.315990,-3.900494,364.685822,220.694305,"340.000000,196.000000,389.000000,245.000000","220.346375,136.004974,428.767548,389.726562"
20260624_215520_733,train,open,front,left,train/open/front/eye_L_20260624_215520_733.png,1.000000,242.630157,97.490951,-5.194429,278.628265,265.933960,"255.000000,242.000000,302.000000,290.000000","234.305786,180.416534,435.405579,423.046692"
20260624_215520_733,train,open,front,right,train/open/front/eye_R_20260624_215520_733.png,1.000000,242.630157,97.490951,-5.194429,375.718842,257.107544,"352.000000,233.000000,399.000000,281.000000","234.305786,180.416534,435.405579,423.046692"
20260624_215520_833,train,open,front,left,train/open/front/eye_L_20260624_215520_833.png,0.999023,244.808990,97.316020,-3.900493,285.248077,300.140564,"262.000000,277.000000,309.000000,324.000000","240.027298,206.749908,441.127075,451.558899"
20260624_215520_833,train,open,front,right,train/open/front/eye_R_20260624_215520_833.png,0.999023,244.808990,97.316020,-3.900493,382.338684,293.520752,"359.000000,270.000000,406.000000,317.000000","240.027298,206.749908,441.127075,451.558899"
20260624_215520_945,train,open,front,left,train/open/front/eye_L_20260624_215520_945.png,0.999512,242.630188,94.909627,-1.332220,276.421692,293.520752,"254.000000,271.000000,299.000000,316.000000","232.017151,205.550720,433.117004,448.180908"
20260624_215520_945,train,open,front,right,train/open/front/eye_R_20260624_215520_945.png,0.999512,242.630188,94.909627,-1.332220,371.305664,291.314148,"349.000000,269.000000,394.000000,314.000000","232.017151,205.550720,433.117004,448.180908"
20260624_215521_045,train,open,front,left,train/open/front/eye_L_20260624_215521_045.png,0.999512,249.225433,97.190825,-2.602562,262.074524,269.248108,"239.000000,246.000000,286.000000,293.000000","217.656326,180.511353,422.384094,429.736786"
20260624_215521_045,train,open,front,right,train/open/front/eye_R_20260624_215521_045.png,0.999512,249.225433,97.190825,-2.602562,359.165100,264.834900,"336.000000,241.000000,383.000000,288.000000","217.656326,180.511353,422.384094,429.736786"
20260624_215521_149,train,open,front,left,train/open/front/eye_L_20260624_215521_149.png,0.999512,249.225433,99.395203,-2.544804,259.867920,269.248108,"236.000000,246.000000,283.000000,293.000000","216.278763,180.511353,419.184448,429.736786"
20260624_215521_149,train,open,front,right,train/open/front/eye_R_20260624_215521_149.png,0.999512,249.225433,99.395203,-2.544804,359.165100,264.834900,"336.000000,241.000000,383.000000,288.000000","216.278763,180.511353,419.184448,429.736786"
20260624_215521_249,train,open,front,left,train/open/front/eye_L_20260624_215521_249.png,0.999023,238.330566,97.190840,-2.602562,251.041489,264.834900,"229.000000,242.000000,273.000000,287.000000","206.633591,180.237305,405.943604,418.567871"
20260624_215521_249,train,open,front,right,train/open/front/eye_R_20260624_215521_249.png,0.999023,238.330566,97.190840,-2.602562,348.132080,260.421692,"326.000000,238.000000,371.000000,283.000000","206.633591,180.237305,405.943604,418.567871"
20260624_215521_349,train,open,front,left,train/open/front/eye_L_20260624_215521_349.png,0.999023,242.630127,92.782416,-2.726310,256.562225,286.900940,"234.000000,264.000000,279.000000,310.000000","211.170334,202.117859,410.480347,444.747986"
20260624_215521_349,train,open,front,right,train/open/front/eye_R_20260624_215521_349.png,0.999023,242.630127,92.782416,-2.726310,349.239624,282.487732,"326.000000,260.000000,372.000000,305.000000","211.170334,202.117859,410.480347,444.747986"
20260624_215521_461,train,open,front,left,train/open/front/eye_L_20260624_215521_461.png,0.999023,240.470764,97.190825,-2.602562,255.454712,258.215088,"233.000000,236.000000,278.000000,281.000000","213.499390,173.445709,412.809448,413.916473"
20260624_215521_461,train,open,front,right,train/open/front/eye_R_20260624_215521_461.png,0.999023,240.470764,97.190825,-2.602562,352.545288,253.801880,"330.000000,231.000000,375.000000,276.000000","213.499390,173.445709,412.809448,413.916473"
20260624_215521_561,train,open,front,left,train/open/front/eye_L_20260624_215521_561.png,0.999023,244.808945,99.395203,-2.544804,257.661316,243.867920,"235.000000,221.000000,281.000000,267.000000","216.278763,156.441116,419.184448,401.250061"
20260624_215521_561,train,open,front,right,train/open/front/eye_R_20260624_215521_561.png,0.999023,244.808945,99.395203,-2.544804,356.958496,239.454712,"334.000000,216.000000,380.000000,262.000000","216.278763,156.441116,419.184448,401.250061"
20260624_215521_673,train,open,front,left,train/open/front/eye_L_20260624_215521_673.png,0.999023,238.330551,95.114585,-3.990914,258.768860,246.074524,"236.000000,223.000000,282.000000,269.000000","215.747543,159.680313,415.057617,398.010864"
20260624_215521_673,train,open,front,right,train/open/front/eye_R_20260624_215521_673.png,0.999023,238.330551,95.114585,-3.990914,353.652802,239.454712,"331.000000,217.000000,377.000000,262.000000","215.747543,159.680313,415.057617,398.010864"
20260624_215521_785,train,open,front,left,train/open/front/eye_L_20260624_215521_785.png,1.000000,244.808960,97.316020,-3.900493,263.182037,248.281128,"240.000000,225.000000,287.000000,272.000000","220.324738,163.306915,419.634766,408.115875"
20260624_215521_785,train,open,front,right,train/open/front/eye_R_20260624_215521_785.png,1.000000,244.808960,97.316020,-3.900493,360.272644,241.661316,"337.000000,218.000000,384.000000,265.000000","220.324738,163.306915,419.634766,408.115875"
20260624_215521_905,train,open,front,left,train/open/front/eye_L_20260624_215521_905.png,1.000000,244.808975,99.395173,-2.544805,265.388672,248.281128,"242.000000,225.000000,288.000000,271.000000","221.718460,161.018295,422.818298,405.827271"
20260624_215521_905,train,open,front,right,train/open/front/eye_R_20260624_215521_905.png,1.000000,244.808975,99.395173,-2.544805,364.685822,243.867920,"342.000000,221.000000,388.000000,267.000000","221.718460,161.018295,422.818298,405.827271"
20260624_215522_017,train,open,front,left,train/open/front/eye_L_20260624_215522_017.png,0.999512,249.225433,95.114587,-3.990933,269.801880,249.380188,"246.000000,225.000000,294.000000,273.000000","226.933167,159.994781,424.469330,409.220215"
20260624_215522_017,train,open,front,right,train/open/front/eye_R_20260624_215522_017.png,0.999512,249.225433,95.114587,-3.990933,364.685822,242.760345,"341.000000,219.000000,389.000000,267.000000","226.933167,159.994781,424.469330,409.220215"
20260624_215522_129,train,open,front,left,train/open/front/eye_L_20260624_215522_129.png,0.999512,247.007355,94.986519,-2.663002,269.801880,242.760345,"247.000000,220.000000,293.000000,266.000000","223.757645,154.238007,423.067688,401.245361"
20260624_215522_129,train,open,front,right,train/open/front/eye_R_20260624_215522_129.png,0.999512,247.007355,94.986519,-2.663002,364.685822,238.347137,"341.000000,215.000000,388.000000,262.000000","223.757645,154.238007,423.067688,401.245361"
20260624_215522_229,train,open,front,left,train/open/front/eye_L_20260624_215522_229.png,0.999512,242.630157,97.190855,-2.602561,263.182037,241.661316,"240.000000,219.000000,286.000000,264.000000","220.067383,155.241882,417.603516,397.872040"
20260624_215522_229,train,open,front,right,train/open/front/eye_R_20260624_215522_229.png,0.999512,242.630157,97.190855,-2.602561,360.272644,237.248108,"337.000000,214.000000,383.000000,260.000000","220.067383,155.241882,417.603516,397.872040"
20260624_215522_341,train,open,front,left,train/open/front/eye_L_20260624_215522_341.png,0.999512,236.209412,99.395203,-2.544804,255.454712,235.041504,"233.000000,213.000000,278.000000,257.000000","213.990158,152.730743,416.895813,388.940155"
20260624_215522_341,train,open,front,right,train/open/front/eye_R_20260624_215522_341.png,0.999512,236.209412,99.395203,-2.544804,354.751892,230.628296,"333.000000,208.000000,377.000000,253.000000","213.990158,152.730743,416.895813,388.940155"
20260624_215522_453,train,open,front,left,train/open/front/eye_L_20260624_215522_453.png,0.999512,244.808960,93.096722,-5.440313,253.248108,231.727325,"229.000000,208.000000,277.000000,256.000000","213.499390,142.749908,412.809448,387.558868"
20260624_215522_453,train,open,front,right,train/open/front/eye_R_20260624_215522_453.png,0.999512,244.808960,93.096722,-5.440313,345.925476,222.900940,"322.000000,199.000000,370.000000,247.000000","213.499390,142.749908,412.809448,387.558868"
20260624_215522_553,train,open,front,left,train/open/front/eye_L_20260624_215522_553.png,0.999512,251.463455,94.986549,-2.663001,255.454712,218.487732,"232.000000,195.000000,279.000000,242.000000","209.646225,127.979660,414.374023,379.443115"
20260624_215522_553,train,open,front,right,train/open/front/eye_R_20260624_215522_553.png,0.999512,251.463455,94.986549,-2.663001,350.338684,214.074524,"327.000000,190.000000,374.000000,238.000000","209.646225,127.979660,414.374023,379.443115"
20260624_215522_665,train,open,front,left,train/open/front/eye_L_20260624_215522_665.png,0.999023,244.808960,97.190854,-2.602543,254.355621,216.281097,"231.000000,193.000000,277.000000,239.000000","210.275436,131.306915,411.375275,376.115875"
